10890	45815,52620,33231,17122,9092,5364,46353,31949,31843
10896	15655,490,49972,23933,33958
109	1807,39607,3508,14724,49238
1090	7791,14387,32654,19063,3739,45381,17595
10901	50256,41318,25955,18324,37294
10908	32779,10630,24369,36682,42405,2437,58867,19460,39850,43360
10913	228,19184,1114,13131,21534,27387,612,12698,59020,33617
10920	33502,9410,46494,44040,16149,8692,51104,30610,50603
10922	36468,6798,54551,43310,3680,8130,10403,27726
10923	24186,38887,40414,14879,55598,47014,26404,47578
10925	56102,45218,60573,43871,27670
1093	56630,25640,30338,35603,37787
10939	30183,11340,12836,39895,2006,27456,3186,7277
10950	32001,21035,29200,39816,28359,48670,33502,49307,41971,26663
10956	10171,47151,30476,15863,25867,35679,47222,37294,16149,27589
10967	29275,5109,30674,37194,29460,43874,36866,39889,8286
10968	32949,45882,16314,2835,2007
1097	51407,32843,36257,50146,30721,9563,29168,26583,11485,1058
10970	25486,42507,22933,11109,51168,12172,29168
10974	51703,54852,20535,60767,38114
10981	37613,19054,60434,26008,24075,41081,55454
10989	29275,5109,30674,37194,37108,10229,56057,26088,8286
1100	3197,11890,6297,36246,11068,8760,9054,37454,26829,18910
11000	7258,24178,18525,13755,12197,43883,4534,10523,31874,30332
11006	23085,19120,1304,27484,33548
11009	43763,23677,55490,3246,42799
1101	4251,42503,18698,12947,27986,4853,41977
11014	2351,13665,6235,34477,17701,19161,33004,29601,19286,55087
1102	13380,15189,16485,19217,18480,38697,59977,30704,14313,43385
11020	4961,33586,20779,1114,31
11022	58117,36608,15122,20850,9196,15128,33113,12600,54371,11692
11027	36957,24877,40190,21556,37016,6531,58398,40686,37344
11028	15877,49801,25898,41570,60518,46136,54156,41237,40508
11031	54155,45872,54683,49326,15518,36250,18758,28726,1962
11032	30476,54950,42878,16019,15863,30782,15156,13342,23673,59979
11034	38960,38955,54950,18908,48026,29962,44744,34514,17075,6941
11042	50038,18586,25776,18685,1017,19184,60429,52521,28808,19394
11044	14723,34899,18023,23593,6961,39517,60825
11045	8950,8510,17034,20266,3837
11052	29907,11427,45125,9107,3013,38307
11054	2232,9073,2466,28777,35452,9577,26819,42854,16083,43134
11057	12326,16780,37374,27726,4375,4373,12054,2918,8760
11058	21405,18834,22701,51811,48181
11067	7783,8153,33642,56719,6941
11081	825,51611,178,54237,28615
11084	26846,11633,30045,9391,38986
111	36594,12952,7641,13156,9989,20104,18274,33251,32527,41
11101	12911,38295,49493,3393,10341,59954,28662,44796
11103	39731,4203,59772,46870,30174,50385,26435,59440
11114	5590,51375,4163,48026,9703
11117	7258,20984,15814,49114,24005,8411,9257,40633,57249,8532
1112	808,4930,21815,6313,6763,27116,22138,2269,9642,1872
11121	27537,35367,8097,22784,43468
11127	30782,15248,27202,23480,55454
11136	2622,10588,42427,10471,46931,1940
11147	38925,17295,23902,37998
11148	5175,11,1146,7348,18853,34407,34898,38955
11153	12607,56807,7673,21914,37394,6238,15178,15088,12145
11156	30418,21917,27855,36257,51106,28110,23773,15752,7406
11164	47824,48222,19710,54770,55810
11165	27541,17606,50539,27321,8033,47938,25666,46125,27765
11171	23334,18596,23549,41603,18391,60399,43511,43963,24032
11172	60169,13577,23520,34519,58347,46931,58869,25106,54950,61133
11184	18812,7934,60180,36102,3677,12197,10939,9055,8661,37286
11187	17159,23735,19844,21556,13027,25665,34541,45594,40414
11189	17606,17584,17346,39084,17578,32146,3632,23731,8760,32371
1119	36545,45462,32049,50823,8015,51668,7739,12197
11190	25886,37350,34898,13755,18917,7739,13131,26787,59664,59020
11198	13014,8890,33175,11872,61294,3217,55711,76,4213,12793
112	60915,30551,21807,34899,24148,11565,55933,8784,48733
1120	3471,18214,34573,59581,54059,25942,41530,20704,938,38307
11209	54567,30642,6541,18707,17122,34058,52269,44326,36441,27321
11212	22745,30364,1533,23062,14313,36426,10256
11213	17648,13015,33114,59192,45556
11221	26998,36257,25242,13383,41054,29168,57300,12659,33032,53133
11222	21825,12731,656,13693,49077,1841,5558,40511,35594
11225	30514,43216,18068,22725,36567
11227	22706,36655,44264,21861,40075,58265,26439,15088,8532
11229	20164,37141,12250,56849,4351
11233	25418,26046,39160,19094,19436
11249	9268,39043,23480,2206,26850,22177,21159,18974,31
11251	35541,37895,49388,49533,7351,52082,55810,25371,32100,44409
11257	3129,48607,17851,20187,24341,31803,12350,14391,8643,24005
11258	9298,50626,7873,32673,20587
11269	16294,41375,47157,26855,34748,20257
11271	40880,27212,27324,27321,22555,22426,15136,18974,22105
11275	5321,11395,18736,12152,46432,17789,25453,60429
11276	32958,52533,5862,23156,6497,34899,55349,38125,96,11068
11291	46210,53728,57910,26689,37915
11293	33121,5175,12019,36512,25886,16022,49332,4573,28502,31843
11299	20235,25680,10127,19526,38436,38114
113	2225,8890,15614,13014,2918,8760,46490,37122,4357,25390
11301	19496,36246,955,11157,13547,40495,36275
11311	12969,12722,14719,17418,8567,3039,13693
11323	2486,14256,15734,8454,8542,12421,12136,11546,40059
11329	11661,2945,18392,17362,8403,22701,28732,24409
11331	19064,26333,38555,20617,53720,42371,5731,38979,54567
11335	1232,40775,10828,54641,37350
11339	10201,49332,16557,52918,4134,8767,13103,23735,26139,48733
11343	6941,1114,46795,3566,33415,14501,27751,8143,23089,10201
11344	9325,22742,37590,13187,36607
11346	2622,58889,30211,61426,55666,30332
11351	2411,3467,33008,18235,387,192,21857,960
11361	57204,30006,23796,36521,55454
11390	5648,35096,371,6225,39043,56606,2206,26850,2246,2398
11392	9327,33048,17343,41066,33487
11398	25738,44409,6235,25417,24583,2905,52082,45267
11399	49511,20332,17347,14559,33113,42272,5671,58867,17639
11410	16071,6944,33004,42496,20102,8913,44282,36059,15678,10325
11413	40190,13011,33231,17122,47988,10201,29199,10115,27888,21807
11416	9563,12545,58010,46494,20587,29813,45307,11,20304,54059
11419	41451,23434,6401,15128,38929,22002,730,52471,31923
11420	30579,18878,13984,40249,24676,18480,21556
11424	11963,32963,32625,5475,46058,37042,40495,25083,55139,20215
11431	2678,2673,6508,15257,19996
11433	13342,35596,39424,7020,54963,44942
11436	16770,51375,12163,7819,2863,21241,38055,8990,16223,7641
11438	5648,2536,371,4031,9107,41086,5047,26716,36733,14527
1144	6677,5695,4839,8919,32617,788,32865,224,12762,49723
11440	55182,41404,46527,18923,14555,39606,53919,43453
11447	12584,32918,26352,20949,34485,10618
1145	20278,27239,3153,2007,60813,2547,26586,34697,11350
11458	2622,49343,34581,10809,13755,24005
11460	8534,5109,30674,37194,2297,12421,11607,38960,43642
11464	13658,39256,12793,23719,6238,2462,27770,7798
11465	23214,51662,21682,36425,11350
11471	19030,19394,17692,17642,21443,38304,38441,21311,39025,938
11473	10201,8895,13878,18274,22033,13957,27382,33726,2066,2159
11474	54816,46478,54059,3897,57341,41971,38893,927,22613,21424
11475	14771,37630,21497,15724,1159,4228,53207,9727,61115,45528
11477	57387,60048,43314,38822,55301,38366,46061,47578,576,36828
11489	45324,57920,50999
11490	3271,21941,43943,43508,21914,33093,8650,29020,11324,57366
11524	13930,2622,10166,30332,9,24299,23791,10417,7641
11526	5990,184,39877,56586,10253,28188,39602,3437,59979
11527	12662,15895,11882,36546,52471,29031
11530	2622,32519,16924,25339,21161,4510
11531	38064,16598,55454,32513,15248,36151,39925,44288
11532	35800,25746,11767,2709,20284,175,28624,44440,12496
11540	38064,44226,55454,44564,36784,49141,31883,52269
11544	2622,58615,20903,43988,17871,27265
1155	25974,11304,34958
11551	6447,18067,18988,43267,2566,19202,6625,55454
11552	38989,48791,46333,11350,25965,45729,28304,46494,21904
11560	38426,10177,15556,17871,49514
11564	16530,13452,50440,16021,36076
11567	24012,39160,59581,38307,32814,32818,33993,58999,38893
11577	16501,6494,50199,15947,45629,859,45311,23783,28199
11595	55666,6541,14949,10444,23474,17639,15463,8063,55438,3277
11599	24752,27250,19245,44622,12071,12758,49326
116	192,36257,36904,5404,32843,29168,17290,6079,33121,999
1160	7444,21819,5438,12496,8456,24261,3952,16537,4148
11612	52347,8207,40058,40059,8652,4339,56640,9010,2863
11614	29301,33480,61155,38734,22488,45226,32759,21068,50481,52968
11615	16770,24070,8937,38168,31803,24406,32767,6606,7851,38048
11617	55388,16967,34687,38179,20845
11618	26483
11620	50630,14719,23691,30649,27980,2863
11627	8534,29808,12623,37194,37108,9958,37967,3429,23520
1163	2007,6260,2137,2843,8172,2845,2225,13867,16065,10757
11630	13568,9861,37810,37153,15863,27626,12630,549,5519,40414
11635	4159,761,7823,55861,938,48733
11642	931,18649,13897,19783,28615
11645	20575,2622,11183,38939,2611,13347,18133,33108,38114
11649	8301,17137,3751,2736,33992,37307,16828,951,47733,30364
11655	13796,15520,17111,18139,11105,23572,3246,44288
11659	15310,33511,21068,40414,5855,25868,58473,36160,21904
11664	46010,45567,21610,18891,34101,8890
11666	10726,10336,9229,37998
1167	4203,1146,25422,40712,1361,9701,50393,21473,50082,33308
11673	50491,45234,8401,53171,32458,3430,28835
11683	25722,23423,40007,3735,8116,15419,15759,19702,2709
11689	7916,10874,8028,31,27049,36125,9856,40862,7406
11695	49212,27212,27324,28571,47203,34624,6961,42980,30002
11696	20393,35475,47866,52269,14659,46616,39324,30476,48297
11697	58273,36476,24922,47827,26612
117	23224,22947,12163,36031,48733
11706	16910,17319,16598,17851,24840,54087,41160,13380,12762
11709	9636,3630,22028,46650,20927,54337,7173
11720	19844,24843,42980,4756,49072,27456,10426,30002,7774,23458
11724	56011,32431,23305,24041,3129
11748	27110,37752,16568,22864,35041,11891,33420,17276,33617,61131
1175	39811,20282,50250,53104,429,33777,13131,5103,17309,25777
11761	6497,38048,15045,32103,15257,33487,17633,21440,29808,29803
11778	17877,22662,46615,3364,8286,22488,28599,29291,10996,42339
11781	26866,10554,52287,19827,2732,39812,47827,57190
11786	16910,61133,17049,17851,20435,31907,14274,35771,42054
11793	18596,30610,37344,32604,18360,38687,47575,22124,40620,33331
11796	542,1535,11670,10604,12363
11801	2322,1600,7238,12197,55560,55562,46812,2780,42752
11810	33114,27324,28571,15455,30421,11278,8454,3883,2429,55933
11820	22356,19487,26781,56027,21296,52634,38165,53133,17111
11833	16065,43914,37374,27726,55742,2735,3015,3013,29199
11868	5667,40755,47433,12736,7126,27780,22207,42643,1940
11870	16029,38331,9055,7457,26711,3129,16011,20070,30708,44666
11879	17362,59659,22877,13223,30002
11898	18958,42048,13693,37004,6091,38168,8919,20251,13186,12231
119	2622,24005,18603,18707,13131,18834,11799,7254,31843,56894
11907	4391,13140,26255,13665,20617,53742,59082,16922,40862,13131
11910	35788,17714,42287,1872,1332,21440,1341,21214,5940
11913	2622,4203,9545,23606,4013,40784,686,32531,32981,33085
11916	10188,37216,44815,35418,11607,52533,38048
11921	42250,28522,34480,13720,48919
11922	6860,30223,5261,8851,6095
11930	36510,15667,8265,10417,56586
11932	15383,52099,53715,54627
11937	23731,22148,34310,32087,3056,54001,39592,5731,26786,61405
11938	17288,20104,15189,25511,20722,54559,18972,28265,8227,43197
11942	22177,41217,27436,40198,745,4829,18360,38687,38563
11944	14883,10266,14434,39889,35594
11947	4567,9055,20187,20282,57781,56835,20070,36102,7934,10703
11948	10127,9664,22830,16913,13246,40633,435,13693
1195	22022,48876,35500,41629,26118
11950	36329,15752,8516,12681,16625,16510,44409,32779
11956	55555,42101,39324,30476,22343
11966	22466,29801,53527,36681,52857,43866,33201,34499,30002
11967	8919,2398,40058,40059,12969,27456,34187,7566,49931,5565
11969	6458,34808,12197,21841,40714,21798,20617,6021,46578,37512
1198	337,43087,3358,4262,7173,16149,52311,39601,30070,20587
11980	46865,46214,47054,59581,38822
11981	44070,213,34665,38256,42451
11986	22555,26840,50448,55124,7133
1201	19135,4930,7544,32366,36102,12962,24695
12025	29366,5394,52711,26754,20235
12026	5759,15037,15915,44613,47297,33455,15465,56849,7724,2985
12028	13355,26632,6625,13375,41767,47964,12265,50077
1204	30123,8454,50761,6908,3238,6582,18989,723,34595,14045
1205	2007,2591,1686,15814,3308,3056,4488,3072,2898,15695
12052	2622,39803,931,18143,4089,10106,9317
12055	8895,40190,58196,47988,938,29199,55189,20704,56414,35452
12066	49432,4322,4224,12793,29329
1208	40675,42245,15984,20094,37999,57782,61320,6962,55230,36710
12082	38297,17088,31874,1932,9072,9193,36355,42801,11350
12083	22534,23474,17639,15931,11984,49114,24005,8931,28804,11872
121	2018,6170,1686,3056,949,32837,39803,13551,1017,12711
12100	25918,30124,13605,15947,15757,11589,48550,60195,19842
12107	15814,21798,9317,10391,2146,1758,42126,54994,27156,23093
12109	6064,2622,4393,29002,12136,45493,31843
1211	38544,27594,33541,50481,38091,44908,54470,51941,30293,28163
12115	8416,45161,25291,57130,49238
12120	2868,28251,24075,7675,7133
12127	26840,18758,2962,58573,37630,6072,38245,45528
12130	13131,42713,20599,36512,26612,29331,44531,83,52667,39803
12144	50784,35193,19317,59547,46501,50779,26717,26718,22205,42642
12149	27105,15691,2105,2689,7566
1215	2007,27377,2028,12841,6260,33700,4629,5827,43672,3056
12154	16502,15863,10171,44788,11767,20587,27473,27589,43943,59878
12155	483,18629,23593,22339,33903,2709,39556,59658,38600,41604
12164	18389,19859,8179,48585,42732,15684,27644,10323,8050,30539
12171	15635,32958,52533,57366,55349,17704,17701,45874,39525
12174	1051,21232,37509,32730,15937,19676,38035,36076
12175	19859,8179,54816,7238,8592,50839,24299,51358,10201,35411
12186	22199,15752,8516,22138,21744,8895,15071,27265
12191	11561,56280,16537,12240,20490,51934,12496,5181,40133,12019
1223	43310,14807,3566,10403,27726
12230	29275,29808,30674,37194,2297,7979,28225,10510,1146
12247	46210,43085,32081,13691,37067
1225	8131,9509,43508,44735,47384,41526,19377,20805,38747
12252	29566,39084,2454,27438,41095,37342,52787,8854,24553,12589
12265	24952,30483,31803,35309,23774,28309,26001,51684,28251,34816
12267	17159,23735,17862,31803,17172,8993,17292,7819,29031
12269	37781,36738,38715,52294,51714,32787,25679,59559,59440
1227	30486,29334,26178,36425,56897,26052,26054,40633,34187,25776
1229	8604,11541,3305,8462,11692,11350,22708,10512,11690,7739
12291	43429,34827,54815,49314,76,7037,20282,37787
12295	33901,8760,27902,33299,16977,11643,49438,43913,40477,3611
12303	52806,18958,9910,13693,3635,52247,16780,11888,48733
12304	25889,11209,36160,40414,4375,11884,14962,29372,35452
12311	32619,38659,3437,41123,1843,25611,24376,10089,55372
12315	36031,15834,22623,12058,30642,37294,51586,15333,35545,52024
12317	47433,36039,23454,48607,3129,49552,8510,60361,57125,23944
12323	20286,35238,34898,25886,22155,59012,38631,22049,13693
12332	47433,37344,37531,56222,32779,24446,30721,24369,12197,2607
12346	11490,2622,9040,345,15828,37998,55917
12349	40693,19273,34892,34898,37350
12357	20017,17276,26474,36898,18480,17271,30642,17287,18438,17288
12363	13388,2288,6634,9260,763,19896,4179,57249,33958
12367	53091,7566,41211,50098,30763,8054,18658,15128,58405,28598
12382	10226,8124,8919,2058,3237,21506,8784,18392
1239	34392,585,10003,7855,2206
12400	11855,61152,36001,6363,57204,21854,26998,40675,59979
12401	38925,61328,53990,18094,44086
12403	12210,51227,16636,36732,33004
12407	6860,7527,29523,32972,13429
12415	26055,17019,17347,1749,14131,54773,13380,10759
12416	7238,11984,24369,32779,8015,51668,7739,12197,60075,15418
12421	20311,6690,58400,25676,42377,13930,38418,18653,13867
12424	23089,22586,22662,17877,21821,23381,55152,21835,24090,28599
12427	41890,43242,18629,45876,21807,50481,21965,21864,20905,42112
12435	18438,35517,43385,26474,47731,30337,14297,27632,26371
12442	52269,50481,55810,27321,59287,6541,30357,29031,54816,37270
12444	15862,48510,32625,24145,2811,34085,1970,54182,54567
12447	39084,24090,28599,58026,26410,8143,28840,22727,6072,38693
12453	51477,48266,57070,15957,18763,4884,18668,27908,18972
12461	26312,3079,45405,33327,43385,19218
12464	8895,24108,22010,28629,23102,13827,24335,28619,28127,24005
1248	55920,6529,9407,18176,36955,61043,24027,18274
12481	11116,10618,1823,10790,47196,38331,20958
12483	10147,6435,49254,15049,14993,2351,19783,38514
12488	34528,16598,55454,19810,15156,14625,39925,59979
12495	23543,25998,24398,23804,28571,20478,46350,19451,42008,44040
125	3813,4203,710,26174,34379,9918,17943,5307,24376,21383
1250	40190,48026,30476,2622,938,7641,37374,14814,45493,29199
12520	591,27484,59126,10595,9470,17661,8499,55237
12528	2622,9422,15961,32030,55917,17134,45075,19366,49706,13131
12531	11072,40675,11141,13837,59218,15071,26663,827,19243,23434
12539	16910,17319,17862,17851,20435,31907,7565,26189,27321
12550	50842,9428,36288,57608,29098,13788,55091,20617
12556	27541,16774,17692,55810,43111,18153,40940,8703,29954
12570	57812,22523,13383,12150,7133
12571	28294,44462,52972,60434,39208,34528,30357,26001
12577	56332,34494,16029,13665,3129
12582	37141,13161,3655,43468,35332,4786,28654,36574,36734
12584	36081,23367,55349,6469,38640,52533,52721
12586	17407,13011,41547,20856,57571,20490,57238,38563
12589	22817,11083,53133,6582,17648,6711,26121,3655,25083,53316
126	51934,2384,25395,16537,31,2653,46358,4089,41014,17851
12600	49723,341,52400,29400,23115
12601	23696,45749,33331,17527,40414,9844,18788,20722,49808,41570
12605	50393,11532,38137,37742,23367
1262	21649,6798,54551,37503,2042,18969,45901,33714,27265
