1334	29018,33548
1336	6225,6260
13369	5632
13373	12446,4540,4570
13379	10111
1338	3751,5838
13380	1967
13391	12492,20670,11908,20472,17848,22417,22579,25090,25510,26288
134	1660,16613
13406	12446,15869
13410	19694
13428	16090,17499
13440	18330
13452	17848,20525
13465	12394
13475	19763
1348	1964,2513,878
13482	38679
13483	16685
13493	10011
13498	29066
135	12608,1235,2885,1452,216,1686,4738,2951,4366,4814
1350	216,10061
13501	25846,29217
13508	17715,18324
13515	18085
13516	20728
13517	20202
1353	2885,24407,32649,32687
13531	18326,18336
13560	12163
13561	1069
13564	12446,10037
1357	1727,1600
13573	12492,3665,3746
13574	18445
13575	17572
13576	34101,34645
13579	18502
136	2172,1452,2065,2492,3424,32894,2980,3916,3651,3963
13611	17633,20852,10115
13613	12608,2172,13249,24160,24200
13618	1784,21672
13632	11361
13648	16095
1365	10111
13651	2172,32894,34028,4218
13654	16598
13655	15834
13665	20056
13680	41526
13683	17778,18891
137	12608,1217,12446,15870,16272,12073,1452,2885,16315,15663
13701	3424,1964,4148,876
13704	1120
1372	2149
13721	12446,21042
13724	12446,21042
13749	12446,21042
13759	24609,42651
13772	14105,14519
13777	12446,21042
1378	13839,1404
13781	5280,5359
13800	216,1120
13804	10173
13814	1660,6737
13850	21121
13853	33937
13861	12834,20927
13868	17715
13871	16313,21307
13874	20056
13892	14012
139	1964,1971,1889,245,2665,8864
13902	24160,1020
13910	10235
1393	200
13939	3424,3460,6885
13943	12960
13956	21046,21421,22006
13958	16836
13964	11345
13991	20304,10068
140	1964,2172,2311,2342,25242
14009	3424,1964,2513,4184
14019	23543
14029	15980
14042	19674
14049	23050
1405	3424,3460,6577
14055	28498,10124
14074	18008,10037
14080	1964,20846,21489,2885,24464,28777,9579
14081	21093,10068
14086	13335,16041,10111
14089	11728
14102	10244
14103	28498,35484,36260,10248,57868
14108	2885,4285
14118	21093,10061
14123	2172,32894,4474,10801
1413	11919
14149	21570
14154	12961,23519,23860
14159	11120
14160	10318
14162	21583
1417	3424,1964,12446,15548,2513,3396,3650,728
14170	52426
14176	10728
14178	10631,14814
14179	17670
14190	20417
14193	17208
1420	12446,3424,18765,12492,3294,3916,4570,4598,5590,7351
14204	24160,12572
14209	1727,2205
14210	2218
14215	1964,2172,21854
14233	12446,15602
14251	1964,2172,21750
14273	4504
1428	41368,42220
14280	21042,22640,23545
143	2172,4319,3963,4315
1430	1660,10093
14301	13532
14305	1660,10025
1431	18153,6219
14313	13282,15737
14316	11499,11703
1432	1660,35081
14320	48246,49622
14328	21948,22040,22189
14330	3424,6577,6567,6677
14348	1096
1435	12446,34971
14353	42062
14363	1660,16626
14368	20619,32584
14386	12911
14388	2172,2492,32894,4474,449
14397	12608,1727,2065,2086
144	1525
14401	1964,2172,21682
14446	19460
14447	12446,17019
14452	1568
14467	15548,52426,53244
14474	21088,22077
14475	17076
1448	35178
14494	10372
14503	2172,32894,4474,5732
14504	12608,1452,2051,2064
14527	21957
14546	1660,19867
14548	34842,58021
1455	216,2917
14560	29258
14562	28777,40626
14565	17396
14568	18502,22006,22247,22566,36391
14571	22773
14582	17679
14583	18502
1460	1924,1959,2513,2559
1463	12608,2172,32894,4632,4724,5746
14641	12446,10202
14642	36521,38250,11900
1465	3424,2885,2172,1964,158,12608,3396,1730,245,10093
14650	10177
14653	21860
14699	1332,1331
14703	16137
14707	10280
14711	12446,8890
14717	20070,2780
14718	10179,14455
14731	23519
14736	1727,21832,16612,22188,10173
14748	1452,12608,2885,19418,28581,29637
14753	19000
14758	476,54042
14762	12446,12204,10025
14765	10657
14782	11240
14785	12492
1480	2885,3424,6885,6984
14802	2172,32894,4474,59696
14803	22545
14807	22545
14818	22264,22258,23202
14822	10092
14843	7203,7289
14851	1291,1201
14854	13903,14844
14858	22525
14863	104
14873	2885,5999,7240,750
14874	24160,19286,12572,11527
14879	20670,22372,5025
14887	22337
14890	12446,32533
14893	20703
14894	7846,9457
14895	21524
14906	13956
1492	2885,33177
14928	24570
1493	4357
14931	22642,22830
14937	10631,14814
14938	1070
14946	11499,11703
14952	10470
14956	22733
14958	2885,5999,6949,6944
14989	15311
14997	1845,10094
15	12608,2172,1235,1686,1759,1730,1705,245,3424,2063
150	186,1915
1500	3912
15024	10445
15028	16382,21378
15034	22808
15043	17715,28857
15068	46316
15073	2885,3015,4540
15078	1291,11345
15080	5321,5503
15088	12395
15089	10631,23465,23770
15091	12608,2172,34028,32013,43383
151	1058,3273
1510	1452,158,16297
15102	7647
15108	11861
15118	18526,22963
1512	2172,32894,34028,3619
15124	10631,12834,3424,5381,6871
15129	22988
15134	9639
15141	58739
15147	1784,245
15153	22706
15154	13617
1516	2968
15169	24160,25964
15174	18331
1518	3091,10609,3277,2172,3460,3476,39343
15195	12834,22755
15197	23519,6871
15198	10082,12127
15199	18273
15206	18747
15208	10657
15213	25846,40778
1522	24664,28498,35658,4474,49651
15231	14676
1524	32786,10726
15241	10316
15243	12446,10037
15253	11919,53038
15256	10173
1526	3424,3396,3460,10015
15276	5280,10022
15280	5280,5359
15295	14434
15303	2172,3665,45572
15309	46957
1531	1964,5652,5787
15310	1660,16626
15339	1660,6047
15347	14694
15356	10248,11527
15357	27838,10691
1536	12608,1727,1600,1949
15361	12758,23400
15385	2172,32894,4474,1080
15390	1291,10164
15401	10631,23449
1541	2172,32894,4474,8741
15415	20619,16382,20712,25820,32894,34028,59954
15418	1
15425	12941
15428	476,47924
15430	2885,29769,30124
15445	11900
1545	2172,32894,3665,3746
15453	36292
15462	23480
1548	26001
15488	23481
155	1217,1235,1120,2885,1964,158,1654,32894,38172,5999
15500	23243
15504	21479
1551	10022
15513	21351
15532	21785
15533	6885
15554	5280
15555	23480
15564	10143
15565	11499,11703
15567	12446,10173
15568	33435,15356
15571	19390
15573	23519,10554,24446
15575	21195,24160,20256,24114,39154,51131,58701
15587	10564
15588	10631,3424,28815,10011
15589	15701,17210
15592	12446,3844
15596	591
15598	46053
156	12608,2172,10061,3424,12073,216,10811,158,1235,15663
1560	12446,8130
15610	9466
15618	3424,3460,53601
15624	24160,25307
15635	20964
1564	2885,2018,37106
15645	13302
1565	1660,37306
15653	22687
15659	10092
1568	40128,42415
15690	23543
15708	12446,22571
15713	216,20619,20070,16071,19418,28498,17128,23130,22530,23770
15714	24160,1020
15718	24196
15725	10107
1573	10403
15732	21410
15744	1
1575	1431
15756	37357,10554
1576	12608,1964,3424,1756,2065,2063,15663,1907,3072,3824
15763	15090
15776	20613
1578	1159
15784	1727,1254
15788	12834,17848,25418,28110
15796	23519,10554
15798	19460
158	1331,1080
15805	22579,23753
15825	10094
15830	17288
15834	24027
15835	1096
15836	12446,5206
1584	3424,1964,2513,1182
15844	11207
15845	20842
15852	10172
15856	10092
15865	12446,4825
15866	2885,37492,38085,44483
15869	11890,22873
15894	23288
15900	12834,17258
15911	11861
15915	6981,7079
15917	10631,29982
15920	1660,17053
15940	3424,3460,4375
15944	21409
1595	12608,1452,2051,2064
15952	23519,24345
15965	18331
1597	15001,42818
15973	25002
15975	24407,24852
15984	1624
15997	12446,2351
15999	10391,10512
16004	23519,10554
16016	1727,1058
16022	12608,2172,24232,24231
16023	2437
16026	13106
16040	12802
16060	11499,12608,23519,24563
16063	23543
16065	1263
16073	12608,2172,32894,4527,8248
16078	20070,26066,28818,10017
16079	14950
1608	12446,10037
16091	24160,11703
16096	36521,10011
16101	10133
16102	21654
16112	25502
16113	12163
16116	17950,22177
16130	12616
1616	2885,216,10107
16161	23519,10554
16164	24260
16181	10011
16185	10569
16187	24407,27548
1619	10069
16190	21506
16191	23519,24304
16197	24160,24464
16213	24407,24525
16219	26896
16227	21506
1625	3424,3460,38563
16264	19188
16265	24664,24464,16382,24535,20070,25263,26261,25905,26423,26654
16268	2172,28581,1012
16275	10244
16289	22368
16295	1660,49707
16296	43728
16298	1291,13833
16303	24531,24726
16306	1145
16325	24531,24726
16327	12608,2172,32894,3460,4632,4734
1633	40128,45649
16333	476,48258
16344	2172,32894,4474,52215
16356	12207
1637	10202
16370	216,34732,4598
16376	21410
16381	22962
16385	43070
16389	12608,24232,32894,4474,45008
16400	12446,10173
16407	10631,10082
16428	24407,10564
16437	48351,41714,49147,60206
16445	12446,24942
16446	16657
1645	3945,5272
16460	23768,15189
16468	14811,10082
16486	15877,10061,38397
16488	24664,40128,40368
16532	2885,24407,21497,3015
16540	25128
16545	23354
16568	23519,25145
16575	12608,17483,25090,19368,24160,13249,2885,1525,16662,26550
1658	2885,3930
16585	25153
1659	10170,19667
16594	25210
16605	46946
16606	36521,28498,38250,38660,8913
16622	53064
16634	18227
16666	16382,25090,25697
16676	25705
16681	32053,33067
16689	25265
16691	23424
16693	19460
16698	12446,10150
16703	12163
1671	12446,4043
16714	3424,3460,4375
16716	22496
16719	22496
16721	11861
16725	19516
16728	17774,25396
16729	20305,35295
1673	12608,1452,13249,10350
16738	13873,10153
16751	11018
16754	4421,8743
16757	16626,18122
16768	26005
16773	28498,28441,28488,57078
16780	12446,6469
16785	51815
1679	3424,1964,2513,5486
16793	25430
16794	10609,3043,3277,2172,2603,28581,57147
16799	25461
16806	1333,25444
16812	20619,25263,25965
16818	40223
16819	10631,10082
16826	12834,1020
1683	2885,40265
16834	15688
16853	59855
1686	2885,5999,5438,8784
16862	33321,10092
16873	12608,1235,1304,1020
16877	10922
16878	12608,2172,24249,1012
16883	24160,11703
16886	22593
16887	10691
16896	25153
16903	28498,10011
16905	11081
1691	11505
16924	22833
16957	12426
16963	20619,24664,24464,25090,26261,28498,28110,40128,45070,45319
16975	10017
1698	3424,2172,6567,1065
17	12608,3424,2513,3190,1
170	12608,1217,1235,13249,1525,158,1784,1960,4381,5512
17000	19195
1701	12446,4015
17066	10112
17071	10490
1708	467,504
17086	12330,10657
17088	10124
17096	25787
17097	10058
17099	10082
17100	12446,3831,39525
1713	10016
1715	12608,2172,32894,4738,48222
17150	2969
17154	26001
17161	9484
17166	18273
17177	28498,28732
1718	12446,3963,5421
17193	12446,23974
17226	216,32643
17227	26813
17234	24160,26924
17244	10471
17248	24160,1198
17251	14783
17258	25254,25274
17270	2172,1727,2205,2349
17286	216,27815,28220
17291	1964,245,1065
17305	10061
17310	12834,19354
17316	20619,32853,33366,36521,39748,43310,58512
17322	12962
17336	476,60906
17366	19368,19374
17368	35816,40128,41484
17370	41767
17384	2172,3043,52034
17396	1727,21832,16612,22188,22205
174	18085
17401	24331
17411	27484
17418	27770,27767
17428	24407,28703
17431	21720
17447	21556
17448	19608
17460	23519,29982
17469	2885,5018
17474	1020
17476	27581,37998
17478	3424,1964,6567,7297
17479	3424,1964,6567,7297
17496	25473
175	1800
1751	2885,3424,12608,2172,32894,3460,4285,4570,4722,4769
17512	26474
17529	23838,26716
1753	3424,3460,4088
17534	1120
17535	10691
1754	12446,4034
17554	2172,2603,26674
17559	12608,2172,32894,3460,4632,4734
1756	2544,8864
17572	12446,9891
17574	34724,37123
17588	23838,26716
176	12608,14249,1756,2018
1760	13123
17601	24160,23894
17605	12330
17612	26775
17635	26809
17637	216,40128,44293,47563,4722
17647	19000,26654,35624
17662	27212
17665	12446,9891
17673	1727,11670
17674	33620
17677	12303
17688	24160,25561,28498,29291
177	236,1971,3396,7006
1770	1660,35081
17709	26790
17710	10037,6225,6260
17711	10728
17713	30390
17717	20249
17720	10089
17727	26917
17741	23727
17747	18935
17748	12063
1775	4145
17752	17208
17754	2885,5999,7240,750
17755	20599
17762	25940
17764	15633
17770	51075
17773	18040,26319
17775	13310
1778	41264
17805	19266
17808	34842,35057
17811	24160,30022
17812	20599,27143
17814	11515
17835	10061
17845	10015
17846	12446,6319
17855	25980,26307
17877	26008
17878	27247
1789	1291,17653,9396
17895	26393
17898	27262
1790	50878
17926	23519,2490
17927	12607
17934	27259
17956	23768,26849
17960	10631,23310
17987	10691
17994	12834,19064
18003	50254
18007	18211
18018	25925
18028	7413,7725
18047	24407,11456
18055	21479,27482
18071	18969,38486
18093	34110
18094	22160
18109	11861
1813	1714,1730,17583
18133	27049
18140	2172,32894,34028,39607
18141	27042
18152	25510,26998
1816	3424,1964,2513,1080
18160	1102
18167	8394
1817	18274
18180	2172,3424,3916,5344,60573
18198	27484
182	1727,1069
1821	216,1660,10093
18218	24785,27757
18225	11060
18233	12802
18239	43728
18246	10164
18259	27042
1829	12446,5695
18296	27049
18310	27751
18326	23268
18334	22841
18350	29302
18360	25887
18366	22687
18369	19451
1837	3604
18379	27359,28055
18392	26461
18396	25183
18422	27835
18423	11499,2885,28110,28334,29199
18437	12330
18439	1964,1053,1080
18442	1964,28498,4491
18445	12444
18459	15513
18476	12446,3246
185	3294,3424,3091,3543,9491
1850	12446,4263
18502	1964,2202,23190
18509	25269
18528	19467
18536	23519,24253
18549	25951,28296
1855	4800
1856	194
18566	1784,21336
18570	28278
18588	1332
18595	17715,18324
186	8765
18610	28954
18613	23055
18627	10172
1863	10554
18638	10631,10082
1865	2885,10111
18651	3424,1964,2513,54841
18664	2172,32894,4474,49465
18670	2672
18672	11855
18675	39745
18686	8449
18690	17679
18700	18352
18710	22579,28502
18715	16236
18718	47518
18740	2172,2603,28515
18746	2172,2603,28515
18750	28473
18757	11352
18762	1145
18780	23519,29982
1879	1784,35657
188	1332,1331
1880	12608,32894,4738,5683,5719
18822	19007,29825
18827	10631,23310
1884	43363
18847	19000
18854	12446,14975
18855	22344
18864	11450
18865	30545
18869	26503
18875	1845,5751
18896	20722
18907	36806
18911	3424,1964,2513,54841
18933	22077
18953	20984
18958	12446,20021
18962	28815
18966	27839
18968	13452
18977	28498,28893
18985	25470,43941
18992	37013
18994	30421,32680
19	1964,245,3151,3645,7006,7739
19002	28801,28947
19011	19337
19017	28510,28788
19024	17288
19041	29033
19045	28981
19047	28965
19054	29811
19055	23371
19059	16891
1906	216,228
19061	53243
19068	21857
19073	26477
19095	12446,19243
19123	24160,24960
19137	14231
19146	14811,19981
19148	16685
19152	24160,12388
19168	28110,29575,31882
19169	3424,1964,6567,7436
19181	21948,22706
19188	1291,1306
19193	28498,37068
19194	12444
19195	2885,26319,29199
192	253,1017
19210	49208
19212	17208
19216	28510,28788
19226	10365
1923	3424,1964,4148,4710
19249	14231
19254	21093,21360
1926	2172,32894,34028,39607,55232,6104
193	236,1971,25242
1930	22727,23563
1934	1159
1937	15870,33092
1951	12446,3424,10022,10631,13986,12073,11908,2885,12652,4738
1955	3122
196	3424,245,955,9664
1965	12446,4513
1967	3424,3460,8668
197	1964,3294,236,158,3424,245,4015,57192
1973	10953
1978	3673,4783
198	43892
1987	10025,1024
199	158,2172,1964,1742,2205,23860,3422,8573
1993	4361,4540
20	12608,2172,2885,22944,32894,7391,763
2002	1660,35081
201	2107,1071
2016	12962
2019	1003
2025	3424,4015,7318,7379
20276	2885,39045
20280	2172,3196
20284	25846,29217
20313	38149,44494
20314	12185
20326	15980
20327	27580
20331	12446,9891
20335	2885,24877,28498,42651
20344	23056
20356	27359,28055
20367	30731
20369	29105,29669
2037	5364
20372	25307
20376	2172,3196
20380	25283
20383	29927
20397	28947
20399	4421,8743
20400	12492
20404	26681
20408	10726
20417	2885,24407,28703,30124
20449	10631,40
20456	12555
2046	1660,44608
20467	14390
20468	17848,18837
20484	10631,23310
2049	12446,18777
20495	18308
20496	17825
205	1784,1957
20506	10152
20512	236
20514	16497
2052	10082
2053	4319,7530,8416
20532	12492,12446,7934,8417
20533	12033
20540	17392
20551	22247,21832,16612,22376,10093
20558	45866
2056	216,32894,4381,4623,476
20563	17697
20581	12446,12652
20592	28882
20595	17230
20617	10016
20625	216
20662	2885,10111
2068	12608,3424,45478,46269
20694	26142
20697	26869
20705	9545,9586
20709	26167
20716	32097,36334
2073	476,58400
20730	45314
20735	2885,5999,8801
20755	1784,3339
20759	22247,21832,16612,22534,2254
20762	21042
20768	22841
2077	2172,3424,32894,486,5293
20776	10248,14694
20798	20253
208	216,40128,44293,47563,4722
20813	12446,9104
20837	11715
20840	24609,24774
20843	1714,1730,30455
20860	21088
20866	216,28498,29731,30089,30496
2088	55454
20881	16771
20883	30320
20896	12446,7090
20898	28498,30210
20901	22579,30204
2091	1727,4412
20914	28498,30207
2093	2885,216,476
20933	23055
20939	2172,32894,4474,49910
20940	19656
20941	1931
20943	24407,10554
20958	14559,14689
20968	27687
20982	28498,30362
20985	30163
20997	22579,22247,26105
21	2846,285
2103	2885,12608,32894,2172,4738,5099,5653
21048	10061
21062	2172,26692,1012
21086	13166
21090	216,1120,10173
21109	30390,10011
21113	24407,34477
21118	19911,20135
21124	29358
21128	28498,30469
2113	1714,1730,9484
21147	22579,28963,37378,374
21165	14512
21170	216,30124,1120
21174	2172,28581,30541
21176	14012
21183	23519,6871
2120	2885,4570
21207	1414
21227	27821,29644
21247	3424,1964,6941,7527
21254	2172,28581,30541
21271	2172,32894,4474,4839
2128	1291,14717
21282	17854
21287	20490
21310	2172,32894,1217,28581,30112,33686,34894,36521,42388
21317	26503
2132	13062
21338	15980
21343	20253
21346	22579,7846,9007
21350	20305,35615
21353	29797,36102
21364	35517
2137	2172,32894,4474,45000
21371	12446,7802
2143	6526,7391,8674
2144	12446,4015,4738,6225,6260,6558
2165	2885,4854,4923
2169	3424,1964,2513,5619
2171	12608,2172,32894,3460,4632,4734
2176	3424,3460,10408
218	12608,1641,10440
219	12608,1235,1217,1727,1964,2065,1686,15663,1331,3424
2192	3424,12446,10499,4923,5751,5923
2199	216,3424,12446,4015,7079,7391,7406,88
22	3294,3091,3308,2242
220	10094
2201	1660,47424
2218	21604
222	1970
2230	1069
2233	12608,1120,1304
2236	4381,7788
224	17146
22405	30015
2241	36521,38273,5486
22422	12421
22427	40206
22434	12446,19313
22441	16115,35402,36291
22448	39867
22475	30229,33330
22488	26503
22494	16109,16609
22497	2885,32167,10107,32365
22505	26535,12208
22507	11963
2253	2172,32894,8235,9298
2255	13133
22552	3424,1964,2513,5420
22567	30771
22581	27321,29504
22586	18344
2259	1217,2172,4738,5727,7856
22594	61130
2260	34842,58021
22608	2885,39045
22616	10115
22622	28498,33041
22623	30171
22632	25183
22633	2885,2878
22637	12608,1120,32981,33663
22652	21966
22665	27121
22671	30070
22674	32106
22700	26339
22717	14918
22719	29803
22720	38134
22728	32888
22732	31882
22736	1784,11589
2274	3424,10061,4738,5001,10022,1003
22743	13003,15336
2276	18235
22760	25200
22766	29152
22782	32053,32258
22784	8179,9400
22788	32053,32256
2279	1784,4676
22808	20155,20392
22822	28498,34289,34782,34861,35088,35193
22823	143
22826	27484,27562
22841	25974
22844	27212
22899	12834,23862
22900	11593
22904	21493,23750
22917	10152
2292	3424,1964,2513,4203
22923	22579,32331
2293	2885,4854,4923,4930
22938	32254
22942	12492
22943	14067
22944	14067
22950	28498,32853
22952	12446,3246
22960	10020
22969	26876
22975	2172,3043,52504
22983	40644
23	14651
230	1525
2300	13986,20081
23022	22579,28643
23023	23519,24304
